bike_id,times_used,duration,miles
29602,321.0,180939.0,577.9995833333334
29603,213.0,122268.0,390.57833333333326
29604,180.0,81537.0,260.46541666666667
29605,147.0,440508.0,1407.1783333333335
29606,279.0,170964.0,546.1350000000004
29607,201.0,161841.0,516.9920833333337
29608,294.0,389631.0,1244.6545833333337
29609,207.0,192615.0,615.2979166666667
29610,66.0,61245.0,195.64375000000004
29611,186.0,102027.0,325.91958333333315
29612,279.0,167847.0,536.177916666667
29613,57.0,62061.0,198.25041666666664
29614,186.0,119247.0,380.92791666666676
29618,321.0,195399.0,624.1912500000002
29619,273.0,156066.0,498.54416666666674
29620,261.0,150747.0,481.55291666666653
29621,195.0,108483.0,346.54291666666677
29622,246.0,568008.0,1814.4699999999998
29623,198.0,162204.0,518.1516666666668
29626,231.0,169815.0,542.4645833333333
29627,177.0,91263.0,291.53458333333316
29628,231.0,171096.0,546.5566666666666
29629,171.0,72933.0,232.9804166666667
29634,189.0,111996.0,357.76499999999993
29635,303.0,227103.0,725.4679166666662
29636,21.0,20385.0,65.11875
29639,201.0,139929.0,446.9954166666674
29640,240.0,191781.0,612.6337499999995
29641,162.0,88623.0,283.10125000000005
29642,258.0,119811.0,382.7295833333332
29643,156.0,130701.0,417.5170833333333
29644,300.0,179934.0,574.7891666666668
29645,240.0,256815.0,820.3812499999998
29646,174.0,115911.0,370.2712499999999
29647,141.0,1834977.0,5861.732083333335
29652,204.0,140409.0,448.52874999999983
29653,183.0,120687.0,385.5279166666665
29654,216.0,104532.0,333.9216666666668
29656,159.0,98421.0,314.40041666666673
29657,231.0,146616.0,468.3566666666667
29658,120.0,60543.0,193.4012500000001
29659,162.0,140877.0,450.0237500000005
29660,231.0,159300.0,508.87500000000006
29661,240.0,125712.0,401.58000000000004
29662,270.0,171828.0,548.8949999999998
29663,144.0,89505.0,285.91874999999993
29664,120.0,119832.0,382.7966666666666
29665,165.0,94293.0,301.21374999999983
29666,216.0,107904.0,344.6933333333334
29667,219.0,124155.0,396.60625
29668,210.0,85017.0,271.5820833333332
29669,177.0,78771.0,251.6295833333334
29670,183.0,129618.0,414.05749999999995
29671,177.0,86697.0,276.94875
29672,213.0,110124.0,351.7850000000002
29673,144.0,248310.0,793.2125
29674,279.0,213360.0,681.5666666666663
29675,216.0,127599.0,407.6079166666665
29676,225.0,92997.0,297.07375
29677,240.0,148377.0,473.9820833333335
29678,189.0,97665.0,311.9854166666667
29679,297.0,139149.0,444.5037499999999
29681,99.0,60846.0,194.36916666666667
29682,264.0,135327.0,432.29458333333355
29791,93.0,88053.0,281.28041666666667
31058,72.0,51066.0,163.1275
31151,312.0,216954.0,693.0475
31404,84.0,61098.0,195.17416666666665
32077,24.0,13134.0,41.955833333333345
32225,15.0,4152.0,13.263333333333337
32259,321.0,151491.0,483.9295833333334
32692,144.0,124143.0,396.56791666666646
32831,195.0,1343403.0,4291.426250000001
32906,222.0,168729.0,538.9954166666666
33006,204.0,123543.0,394.6512500000002
33074,54.0,31245.0,99.81041666666667
33442,144.0,96432.0,308.04666666666645
33555,255.0,201117.0,642.4570833333337
33557,279.0,179604.0,573.7349999999993
33560,246.0,142908.0,456.51166666666654
33563,291.0,188454.0,602.0058333333335
33566,141.0,834396.0,2665.4316666666673
33568,336.0,181389.0,579.4370833333326
33569,375.0,188307.0,601.5362500000005
33570,279.0,534627.0,1707.8362499999985
33571,279.0,150417.0,480.4987499999999
33573,156.0,122667.0,391.85291666666654
33575,255.0,148185.0,473.3687500000003
33576,276.0,201297.0,643.0320833333334
33579,321.0,322077.0,1028.8570833333335
33580,213.0,183045.0,584.7270833333334
33581,294.0,163260.0,521.525
33586,63.0,25641.0,81.90875000000004
33587,318.0,225264.0,719.5933333333335
33588,273.0,134910.0,430.9624999999999
33589,261.0,135297.0,432.19874999999996
33590,297.0,179034.0,571.9141666666662
33591,273.0,191958.0,613.1991666666669
33592,276.0,157560.0,503.3166666666664
33593,417.0,246945.0,788.852083333333
33594,267.0,482061.0,1539.9170833333328
33595,78.0,26295.0,83.99791666666663
33597,105.0,76446.0,244.2024999999999
33598,375.0,184848.0,590.4866666666665
33599,318.0,196188.0,626.7116666666667
33602,255.0,124644.0,398.1683333333333
33603,264.0,176871.0,565.0045833333332
33604,234.0,257457.0,822.432083333333
33605,312.0,163689.0,522.8954166666665
33606,318.0,165645.0,529.1437500000001
33607,390.0,224691.0,717.7629166666667
33608,195.0,92148.0,294.3616666666667
33611,252.0,258054.0,824.3391666666662
33612,198.0,157746.0,503.91083333333313
33613,177.0,77787.0,248.4862500000002
33614,252.0,131412.0,419.78833333333375
33617,300.0,173619.0,554.61625
33619,249.0,179196.0,572.4316666666672
33620,285.0,177522.0,567.0841666666668
33621,360.0,240489.0,768.2287500000001
33622,357.0,177339.0,566.4995833333322
33625,258.0,156738.0,500.69083333333305
33626,303.0,226779.0,724.4329166666664
33628,243.0,100890.0,322.28749999999985
33629,264.0,152232.0,486.2966666666666
33630,150.0,91227.0,291.4195833333332
33632,21.0,9495.0,30.33125
33633,249.0,144294.0,460.93916666666655
33634,138.0,89805.0,286.87708333333325
33635,207.0,104037.0,332.3404166666668
33636,174.0,109494.0,349.7725
33638,255.0,296601.0,947.4754166666667
33640,171.0,107220.0,342.5083333333333
33641,294.0,188415.0,601.88125
33646,228.0,113508.0,362.5949999999999
33647,336.0,217035.0,693.3062499999994
33648,216.0,124635.0,398.13958333333306
33650,120.0,74655.0,238.48124999999996
33651,270.0,189435.0,605.1395833333333
33652,174.0,136404.0,435.7349999999996
33653,231.0,137829.0,440.2870833333331
33654,219.0,610176.0,1949.1733333333325
33656,375.0,253602.0,810.1175000000001
33657,342.0,206997.0,661.2404166666664
33658,303.0,283035.0,904.1395833333336
33659,24.0,33585.0,107.28541666666668
33660,312.0,161829.0,516.9537500000002
33662,273.0,143433.0,458.18874999999997
33665,297.0,151344.0,483.46000000000015
33668,327.0,288240.0,920.7666666666677
33669,288.0,162348.0,518.6116666666667
33670,297.0,197487.0,630.8612499999998
33674,267.0,169266.0,540.7108333333334
33675,291.0,190680.0,609.1166666666669
33676,303.0,226140.0,722.3916666666667
33677,54.0,23535.0,75.18124999999999
33679,360.0,251982.0,804.9425000000007
33680,51.0,21978.0,70.20750000000001
33682,279.0,223200.0,713.0000000000005
33695,93.0,42045.0,134.31041666666664
34354,93.0,42534.0,135.87249999999997
